date,triplet
02-04-2022,"{""head"": ""Tesla, Inc."", ""relation"": ""temporarily suspended production"", ""tail"": ""at its factory in Shanghai""}"
02-04-2022,"{""head"": ""Tesla, Inc."", ""relation"": ""delivered"", ""tail"": ""310,048 vehicles""}"
03-04-2022,"{""head"": ""Tesla Inc."", ""relation"": ""has factory shutdown due to Covid-19"", ""tail"": ""Shanghai""}"
03-04-2022,"{""head"": ""Tesla's crypto tokens"", ""relation"": ""traded at"", ""tail"": ""$1,141.55""}"
03-04-2022,"{""head"": ""Tesla's crypto tokens"", ""relation"": ""above"", ""tail"": ""5.3% of Friday’s Nasdaq closing price""}"
03-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""advised by"", ""tail"": ""pro-poker-player-turned-effective-altruist""}"
03-04-2022,"{""head"": ""Tesla"", ""relation"": ""makes vehicles in"", ""tail"": ""Fremont, California and Shanghai""}"
04-04-2022,"{""head"": ""Tesla"", ""relation"": ""price rose by"", ""tail"": ""5.6%""}"
04-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""became"", ""tail"": ""Twitter's largest shareholder""}"
04-04-2022,"{""head"": ""Twitter"", ""relation"": ""stock jumped"", ""tail"": ""more than a quarter""}"
04-04-2022,"{""head"": ""Chinese tech groups"", ""relation"": ""leapt on optimism"", ""tail"": ""avoiding delisting from US markets""}"
04-04-2022,"{""head"": ""Tech and consumer cyclicals"", ""relation"": ""led"", ""tail"": ""Wall Street's benchmark S&P 500 0.8% higher""}"
05-04-2022,"{""head"": ""Tesla Inc"", ""relation"": ""lost ground"", ""tail"": ""4.7%""}"
05-04-2022,"{""head"": ""Rivian Automotive Inc"", ""relation"": ""lost ground"", ""tail"": ""9.3%""}"
05-04-2022,"{""head"": ""Lucid Group Inc"", ""relation"": ""lost ground"", ""tail"": ""5.9%""}"
05-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""became"", ""tail"": ""Twitter’s largest shareholder""}"
05-04-2022,"{""head"": ""Tesla CEO"", ""relation"": ""offered"", ""tail"": ""seat on Twitter's board of directors""}"
06-04-2022,"{""head"": ""David Einhorn"", ""relation"": ""has failed short bets against"", ""tail"": ""growth titans like Tesla, Inc. (TSLA)""}"
06-04-2022,"{""head"": ""Tesla, Inc. (TSLA)"", ""relation"": ""owned by"", ""tail"": ""Elon Musk""}"
06-04-2022,"{""head"": ""Tesla, Inc. (TSLA)"", ""relation"": ""owns"", ""tail"": ""43,200 bitcoins""}"
06-04-2022,"{""head"": ""Tesla, Inc. (TSLA)"", ""relation"": ""has not recently bought bitcoins"", ""tail"": ""None""}"
06-04-2022,"{""head"": ""Tesla, Inc. (TSLA)"", ""relation"": ""shed"", ""tail"": ""4.17 per cent""}"
07-04-2022,"{""head"": ""Tesla"", ""relation"": ""symbolizes"", ""tail"": ""one of Bidens priorities""}"
07-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""has set himself the mission"", ""tail"": ""of saving the planet from pollution via Tesla""}"
07-04-2022,"{""head"": ""Tesla"", ""relation"": ""inaugurates"", ""tail"": ""its fourth production plant in Austin, Texas""}"
07-04-2022,"{""head"": ""Tesla"", ""relation"": ""is the largest manufacturer"", ""tail"": ""of electric vehicles in the country""}"
07-04-2022,"{""head"": ""Tesla"", ""relation"": ""has its own Supercharger charging network"", ""tail"": ""which is different from other carmakers""}"
08-04-2022,"{""head"": ""Tesla Inc (TSLA)"", ""relation"": ""involved with"", ""tail"": ""small details of its business""}"
08-04-2022,"{""head"": ""Tesla"", ""relation"": ""considering"", ""tail"": ""mining and refining of lithium""}"
08-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""concerned about"", ""tail"": ""rising cost of lithium""}"
08-04-2022,"{""head"": ""Tesla"", ""relation"": ""declined"", ""tail"": ""request to comment about potential lithium mining""}"
08-04-2022,"{""head"": ""Tesla Stock"", ""relation"": ""decreased"", ""tail"": ""between 1.9% and 4.5%""}"
09-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""criticizes"", ""tail"": ""mainstream media""}"
09-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""supports"", ""tail"": ""free speech""}"
09-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""criticizes"", ""tail"": ""Twitter""}"
09-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""responds to"", ""tail"": ""Washington Post""}"
09-04-2022,"{""head"": ""Tesla"", ""relation"": ""acquired by"", ""tail"": ""Elon Musk""}"
10-04-2022,"{""head"": ""Tesla Inc"", ""relation"": ""decreased stock price"", ""tail"": ""due to rise in US treasury yields""}"
10-04-2022,"{""head"": ""US 10- year yield"", ""relation"": ""spiked to three-year high"", ""tail"": ""2.70%""}"
10-04-2022,"{""head"": ""US Fed"", ""relation"": ""signaled"", ""tail"": ""aggressive rate hikes and bond holdings reduction""}"
10-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""tweeted about"", ""tail"": ""Dogecoin""}"
10-04-2022,"{""head"": ""Dogecoin"", ""relation"": ""accepted as payment option"", ""tail"": ""for Tesla merchandise""}"
11-04-2022,"{""head"": ""JPMorgan Chase & Co."", ""relation"": ""raised price target for Tesla"", ""tail"": ""$335.00""}"
11-04-2022,"{""head"": ""UBS Group AG"", ""relation"": ""raised price target for Tesla"", ""tail"": ""$1,100.00""}"
11-04-2022,"{""head"": ""Cowen Inc"", ""relation"": ""raised price target for Tesla"", ""tail"": ""$790.00""}"
11-04-2022,"{""head"": ""JPMorgan Chase & Co."", ""relation"": ""rating"", ""tail"": ""underweight""}"
11-04-2022,"{""head"": ""UBS Group AG"", ""relation"": ""rating"", ""tail"": ""neutral""}"
12-04-2022,"{""head"": ""Tesla"", ""relation"": ""production closed due to Shanghai lockdown"", ""tail"": ""16 days""}"
12-04-2022,"{""head"": ""Tesla"", ""relation"": ""second production closed in Shanghai facility in March"", ""tail"": ""March 16""}"
12-04-2022,"{""head"": ""Tesla"", ""relation"": ""largest city said it would lock down in two stages to conduct Covid-19 testing over nine days"", ""tail"": ""March 28""}"
12-04-2022,"{""head"": ""Tesla"", ""relation"": ""thought they would close operations for maybe four days when the lockdown was first announced"", ""tail"": ""other EV makers""}"
12-04-2022,"{""head"": ""Shanghai"", ""relation"": ""auto parts giant Bosch and Taiwan's Pegatron also affected by lockdown"", ""tail"": ""Tesla""}"
13-04-2022,"{""head"": ""Tesla Inc."", ""relation"": ""market share of all electric vehicles sold worldwide in 2021"", ""tail"": ""14%""}"
13-04-2022,"{""head"": ""Tesla Inc."", ""relation"": ""electric vehicle manufacturers lifted in 2021"", ""tail"": ""3.6%""}"
13-04-2022,"{""head"": ""Tesla Inc."", ""relation"": ""neck-to-neck race to produce higher range cars"", ""tail"": ""Mercedes-Benz and Nio""}"
13-04-2022,"{""head"": ""Bank of America Corp."", ""relation"": ""finished mixed in 2021"", ""tail"": ""down 0.9%""}"
13-04-2022,"{""head"": ""Citigroup Inc."", ""relation"": ""finished mixed in 2021"", ""tail"": ""dipping 0.4%""}"
14-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""offered to take private"", ""tail"": ""Twitter Inc""}"
14-04-2022,"{""head"": ""Twitter Inc"", ""relation"": ""shares closed down"", ""tail"": ""1.7%""}"
14-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""owns"", ""tail"": ""9.2% of Twitter Inc""}"
14-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""launched a hostile takeover bid"", ""tail"": ""Twitter Inc""}"
14-04-2022,"{""head"": ""Tesla Inc"", ""relation"": ""shares oscillated throughout the session"", ""tail"": ""None""}"
15-04-2022,"{""head"": ""Tesla"", ""relation"": ""has raised prices"", ""tail"": ""across select models last month""}"
15-04-2022,"{""head"": ""Tesla"", ""relation"": ""has seen"", ""tail"": ""a drop in value of some models in Hong Kong, including the Model X, of up to 15%""}"
15-04-2022,"{""head"": ""Tesla"", ""relation"": ""has seen"", ""tail"": ""an increase in demand for used cars in the United States""}"
15-04-2022,"{""head"": ""Tesla"", ""relation"": ""has seen"", ""tail"": ""a one-year-old Model Y sell for an average of $65,000 in December, an increase of $2,100""}"
15-04-2022,"{""head"": ""Tesla"", ""relation"": ""has seen"", ""tail"": ""Hertz charge a premium of $100 a day for Tesla rentals""}"
16-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""made false tweets"", ""tail"": ""about securing funding to take Tesla private""}"
16-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""settled with US securities regulators"", ""tail"": ""agreed to have a lawyer approve some of his tweets before posting them""}"
16-04-2022,"{""head"": ""Judge"", ""relation"": ""ruled"", ""tail"": ""Elon Musks 2018 tweets about having secured financing to take the company private were false""}"
16-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""Claimed"", ""tail"": ""funding actually had been secured to take Tesla private in 2018""}"
16-04-2022,"{""head"": ""Equities research analysts"", ""relation"": ""expect"", ""tail"": ""Tesla, Inc.  will announce $17.29 billion in sales for the current quarter""}"
17-04-2022,"{""head"": ""Tesla"", ""relation"": ""reports earnings on"", ""tail"": ""Wednesday""}"
17-04-2022,"{""head"": ""Tesla"", ""relation"": ""reports quarterly results"", ""tail"": ""Wednesday 4/20""}"
17-04-2022,"{""head"": ""Tesla"", ""relation"": ""stock price movement"", ""tail"": ""earnings report""}"
17-04-2022,"{""head"": ""Tesla"", ""relation"": ""stock price movement"", ""tail"": ""quarterly results""}"
17-04-2022,"{""head"": ""Tesla"", ""relation"": ""stock price movement"", ""tail"": ""economic data""}"
18-04-2022,"{""head"": ""Tesla"", ""relation"": ""earnings release"", ""tail"": ""this week""}"
18-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""bid"", ""tail"": ""Twitter for $43 billion""}"
18-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""sell"", ""tail"": ""Tesla shares or SpaceX shares""}"
18-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""announce"", ""tail"": ""news of Tesla, SpaceX, The Boring Company, Neuralink on Twitter""}"
18-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""criticize"", ""tail"": ""principles of free speech on Twitter""}"
19-04-2022,"{""head"": ""Tesla"", ""relation"": ""behind curve"", ""tail"": ""Introducing trendy vehicle""}"
19-04-2022,"{""head"": ""Tesla"", ""relation"": ""lapped by"", ""tail"": ""Reinvigorated traditional automaker""}"
19-04-2022,"{""head"": ""Tesla pickup truck"", ""relation"": ""production"", ""tail"": ""Next year, Texas factory""}"
19-04-2022,"{""head"": ""F-150 Lightning"", ""relation"": ""base model"", ""tail"": ""Price: $40,000""}"
19-04-2022,"{""head"": ""Tesla Model 3"", ""relation"": ""price"", ""tail"": ""Start: $30,000""}"
20-04-2022,"{""head"": ""Tesla Inc."", ""relation"": ""hard hit by supply chain issues"", ""tail"": ""solar energy business""}"
20-04-2022,"{""head"": ""Tesla's solar energy deployments"", ""relation"": ""plunged by nearly half"", ""tail"": ""first quarter""}"
20-04-2022,"{""head"": ""Tesla's solar energy deployments"", ""relation"": ""48 megawatts installed"", ""tail"": ""first three months of this year""}"
20-04-2022,"{""head"": ""Tesla's battery and solar energy businesses"", ""relation"": ""affected by supply shortages"", ""tail"": ""Elon Musk expects resolution""}"
20-04-2022,"{""head"": ""Tesla's solar roof sales"", ""relation"": ""increased"", ""tail"": ""details not provided""}"
21-04-2022,"{""head"": ""Tesla"", ""relation"": ""delivered"", ""tail"": ""record quarterly profit of US$3.2 billion""}"
21-04-2022,"{""head"": ""Tesla"", ""relation"": ""surged"", ""tail"": ""sales revenue 81% to US$18.6 billion in March""}"
21-04-2022,"{""head"": ""Tesla"", ""relation"": ""gained"", ""tail"": ""more than 3%""}"
21-04-2022,"{""head"": ""Tesla"", ""relation"": ""is dominating"", ""tail"": ""in both Germany and China""}"
21-04-2022,"{""head"": ""Cramer"", ""relation"": ""said"", ""tail"": ""Tesla's 3.2% move higher Thursday is totally justified""}"
22-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""dislike"", ""tail"": ""bots""}"
22-04-2022,"{""head"": ""Fanbots"", ""relation"": ""support"", ""tail"": ""Tesla narrative""}"
22-04-2022,"{""head"": ""Tesla"", ""relation"": ""gain"", ""tail"": ""Engineering acumen""}"
22-04-2022,"{""head"": ""Supply chain issues"", ""relation"": ""affect"", ""tail"": ""Industries""}"
22-04-2022,"{""head"": ""Tesla"", ""relation"": ""deliver"", ""tail"": ""$3.7 billion in adjusted profit""}"
23-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""has position"", ""tail"": ""CEO of Tesla""}"
23-04-2022,"{""head"": ""Bill Gates"", ""relation"": ""has position"", ""tail"": ""$500 million short position against Tesla""}"
23-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""dislike"", ""tail"": ""people shorting Tesla""}"
23-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""responded to"", ""tail"": ""assertion by Ark Investment Management analyst Brett Winton""}"
23-04-2022,"{""head"": ""Bill Gates"", ""relation"": ""has investment"", ""tail"": ""companies with good ESG rating""}"
24-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""CEO"", ""tail"": ""Tesla Inc""}"
24-04-2022,"{""head"": ""SpaceX"", ""relation"": ""founded by"", ""tail"": ""Elon Musk""}"
24-04-2022,"{""head"": ""SpaceX"", ""relation"": ""contracted to fly"", ""tail"": ""Axiom astronaut missions to the ISS""}"
24-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""irked at"", ""tail"": ""Bill Gates""}"
24-04-2022,"{""head"": ""Bill Gates"", ""relation"": ""sold short"", ""tail"": ""$500 million shares of Tesla""}"
25-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""is the chief executive of"", ""tail"": ""Tesla Inc""}"
25-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""is the chief executive of"", ""tail"": ""SpaceX""}"
25-04-2022,"{""head"": ""Tesla's shareholders"", ""relation"": ""are not happy that"", ""tail"": ""Musk will have to divert his attention from winning the EV race""}"
25-04-2022,"{""head"": ""Elon Musk's Twitter account"", ""relation"": ""is an important free public relations and marketing tool"", ""tail"": ""for Tesla""}"
25-04-2022,"{""head"": ""Morgan Stanley"", ""relation"": ""has been Tesla's best resource on the personal side"", ""tail"": ""providing the largest line of credit and coming through whenever Tesla has pressed them for more borrow power or a lower rate""}"
26-04-2022,"{""head"": ""Tesla Inc"", ""relation"": ""lost value"", ""tail"": ""$126 billion""}"
26-04-2022,"{""head"": ""Tesla Inc"", ""relation"": ""drop in shares"", ""tail"": ""12.2%""}"
26-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""committed cash to Twitter deal"", ""tail"": ""$21 billion""}"
26-04-2022,"{""head"": ""Tesla stock"", ""relation"": ""weighed down by"", ""tail"": ""concerns about upcoming stock sales by Musk""}"
26-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""distracted by Twitter"", ""tail"": ""Tesla shares""}"
27-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""won a major victory in Delaware court"", ""tail"": ""Tesla Inc.""}"
27-04-2022,"{""head"": ""Tesla Shareholders"", ""relation"": ""alleged Musk controlled the 2016 acquisition"", ""tail"": ""SolarCity Corp.""}"
27-04-2022,"{""head"": ""Tesla Inc."", ""relation"": ""overpaid for the home-solar company"", ""tail"": ""SolarCity Corp.""}"
27-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""didn't dictate the deal process or price"", ""tail"": ""SolarCity Corp.""}"
27-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""relegating Tesla to the background"", ""tail"": ""Twitter""}"
28-04-2022,"{""head"": ""Tesla"", ""relation"": ""CEO"", ""tail"": ""Elon Musk""}"
28-04-2022,"{""head"": ""Tesla"", ""relation"": ""Industry"", ""tail"": ""Electric Vehicles""}"
28-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""Ambition"", ""tail"": ""Visionary of the Century""}"
28-04-2022,"{""head"": ""Elon Musk"", ""relation"": ""Financial Strategy"", ""tail"": ""Borrowing Against Tesla Shares""}"
28-04-2022,"{""head"": ""Tesla"", ""relation"": ""Growth"", ""tail"": ""10th Largest U.S. Corporation by Market Value""}"
29-04-2022,"{""head"": {""name"": ""Tesla Stock""}, ""relation"": ""has dropped"", ""tail"": {""name"": ""13%""}}"
29-04-2022,"{""head"": {""name"": ""Tesla Stock""}, ""relation"": ""has declined"", ""tail"": {""name"": ""eight percentage points more than the Nasdaq Composite""}}"
29-04-2022,"{""head"": {""name"": ""Tesla""}, ""relation"": ""will have to borrow"", ""tail"": {""name"": ""$12.5 billion""}}"
29-04-2022,"{""head"": {""name"": ""Elon Musk""}, ""relation"": ""has sold"", ""tail"": {""name"": ""$8.5 billion worth of Tesla shares""}}"
29-04-2022,"{""head"": {""name"": ""Elon Musk""}, ""relation"": ""is borrowing"", ""tail"": {""name"": ""$12.5 billion against Tesla stock""}}"
30-04-2022,"{""head"": ""Tesla Inc"", ""relation"": ""CEO"", ""tail"": ""Elon Musk""}"
30-04-2022,"{""head"": ""Ford"", ""relation"": ""concern"", ""tail"": ""EV gap with Tesla""}"
30-04-2022,"{""head"": ""Cathie Wood's Ark Open Source Model"", ""relation"": ""predict"", ""tail"": ""Tesla Shares Will Hit $4,600 by 2026""}"
30-04-2022,"{""head"": ""ARK"", ""relation"": ""predict"", ""tail"": ""valuation of Tesla will exceed the entire US real GDP by the early 2030s""}"
30-04-2022,"{""head"": ""Jeremy Grantham"", ""relation"": ""target"", ""tail"": ""S&P 500""}"
01-05-2022,"{""head"": ""Tesla"", ""relation"": ""location of factory"", ""tail"": ""Shanghai""}"
01-05-2022,"{""head"": ""Tesla"", ""relation"": ""affected by"", ""tail"": ""COVID-19 outbreak""}"
01-05-2022,"{""head"": ""Tesla"", ""relation"": ""rank in EV sales in China"", ""tail"": ""second""}"
01-05-2022,"{""head"": ""Tesla"", ""relation"": ""excluded from"", ""tail"": ""subsidy programme""}"
01-05-2022,"{""head"": ""Tata Motors"", ""relation"": ""success factor"", ""tail"": ""government subsidies""}"
02-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""chief executive officer of"", ""tail"": ""Tesla""}"
02-05-2022,"{""head"": ""Tesla"", ""relation"": ""secondary listing"", ""tail"": ""NYSE""}"
02-05-2022,"{""head"": ""Twitter"", ""relation"": ""primary listing"", ""tail"": ""NASDAQ""}"
02-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""priority"", ""tail"": ""remove spam bots from Twitter""}"
02-05-2022,"{""head"": ""Tesla"", ""relation"": ""collateral"", ""tail"": ""Twitter acquisition""}"
03-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""is CEO of"", ""tail"": ""Tesla Inc.""}"
03-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""suggests changes to"", ""tail"": ""Twitter""}"
03-05-2022,"{""head"": ""ROKU"", ""relation"": ""stock price decreased by"", ""tail"": ""4.59%""}"
03-05-2022,"{""head"": ""Tesla Inc."", ""relation"": ""stock price decreased by"", ""tail"": ""2.37%""}"
03-05-2022,"{""head"": ""U.S. stock market"", ""relation"": ""is at edge of bubble"", ""tail"": ""70%""}"
04-05-2022,"{""head"": ""Tesla Inc."", ""relation"": ""CEO"", ""tail"": ""Elon Musk""}"
04-05-2022,"{""head"": ""Tesla Inc."", ""relation"": ""NASDAQ"", ""tail"": ""integral part""}"
04-05-2022,"{""head"": ""Tesla Inc."", ""relation"": ""Twitter"", ""tail"": ""buying for $44 billion""}"
04-05-2022,"{""head"": ""Tesla Inc."", ""relation"": ""electric vehicles"", ""tail"": ""soared higher""}"
04-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""Twitter"", ""tail"": ""should not have ads""}"
05-05-2022,"{""head"": ""Tesla"", ""relation"": ""down"", ""tail"": ""8.3%""}"
05-05-2022,"{""head"": ""Amazon"", ""relation"": ""down"", ""tail"": ""7.6%""}"
05-05-2022,"{""head"": ""Tesla founder"", ""relation"": ""net worth"", ""tail"": ""$18 billion""}"
05-05-2022,"{""head"": ""Tesla"", ""relation"": ""acquired"", ""tail"": ""Twitter""}"
05-05-2022,"{""head"": ""Dogecoin whales"", ""relation"": ""increased activity"", ""tail"": ""Elon Musk acquired Twitter""}"
06-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""increased financing commitment"", ""tail"": ""$27.25 billion""}"
06-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""secured commitments"", ""tail"": ""$13 billion for loans against Twitter shares""}"
06-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""reduced margin loan"", ""tail"": ""$6.25 billion from Morgan Stanley tied to his Tesla stock""}"
06-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""potential Twitter investors"", ""tail"": ""return the company to public markets after few years of ownership""}"
06-05-2022,"{""head"": ""Twitter shares"", ""relation"": ""increased"", ""tail"": ""2.7% Thursday""}"
07-05-2022,"{""head"": ""Tesla Inc"", ""relation"": ""leading"", ""tail"": ""the way""}"
07-05-2022,"{""head"": ""Tesla Inc"", ""relation"": ""profitable"", ""tail"": ""past""}"
07-05-2022,"{""head"": ""Tesla Inc"", ""relation"": ""revenue"", ""tail"": ""choppy""}"
07-05-2022,"{""head"": ""Dogecoin whales"", ""relation"": ""heightened activity"", ""tail"": ""Tesla Inc acquisition of Twitter Inc""}"
07-05-2022,"{""head"": ""Tesla stock price"", ""relation"": ""detrimental"", ""tail"": ""choppy revenue""}"
08-05-2022,"{""head"": ""Tesla"", ""relation"": ""has deal to get nickel from"", ""tail"": ""Vale""}"
08-05-2022,"{""head"": ""Tesla"", ""relation"": ""co-founded by"", ""tail"": ""J.B. Straubel""}"
08-05-2022,"{""head"": ""Redwood Materials Inc."", ""relation"": ""is one of"", ""tail"": ""the biggest lithium-ion battery recyclers in the US""}"
08-05-2022,"{""head"": ""Li-Cycle Holdings Corp."", ""relation"": ""has market value of"", ""tail"": ""$1 billion""}"
08-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""has busy schedule with"", ""tail"": ""Tesla, SpaceX, The Boring Company, Neuralink""}"
09-05-2022,"{""head"": ""Tesla, Inc."", ""relation"": ""has agreement with"", ""tail"": ""Thierry Breton""}"
09-05-2022,"{""head"": ""Tesla, Inc."", ""relation"": ""purchase of"", ""tail"": ""Twitter Inc""}"
09-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""position"", ""tail"": ""CEO of Tesla""}"
09-05-2022,"{""head"": ""Tesla, Inc."", ""relation"": ""share change"", ""tail"": ""decreased by 9.1%""}"
09-05-2022,"{""head"": ""Tesla, Inc."", ""relation"": ""derivative impact"", ""tail"": ""not mentioned in the news.""}"
10-05-2022,"{""head"": ""Tesla"", ""relation"": ""Has Reported"", ""tail"": ""Production Pause in Shanghai""}"
10-05-2022,"{""head"": ""Tesla"", ""relation"": ""Affected by"", ""tail"": ""Key Input Shortages""}"
10-05-2022,"{""head"": ""Tesla Investors"", ""relation"": ""Concerned by"", ""tail"": "" Musk's Twitter Acquisition""}"
10-05-2022,"{""head"": ""Tesla Stock"", ""relation"": ""Under Pressure due to"", ""tail"": "" Musk's Twitter Acquisition""}"
10-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""Has Stated"", ""tail"": ""Will Stay at Tesla as Long as Useful""}"
11-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""lined up"", ""tail"": ""new chief executive""}"
11-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""may temporarily take over"", ""tail"": ""top job""}"
11-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""characterized his stake in Twitter as passive"", ""tail"": ""did not plan to influence Twitter's management""}"
11-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""violated a law"", ""tail"": ""requires companies to report transactions to antitrust-enforcement agencies""}"
11-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""slammed by U.S. judge for trying escape"", ""tail"": ""settlement with the SEC""}"
12-05-2022,"{""head"": ""Tesla"", ""relation"": ""has stock price"", ""tail"": ""728""}"
12-05-2022,"{""head"": ""Tesla"", ""relation"": ""has market cap"", ""tail"": ""761,535,506,000""}"
12-05-2022,"{""head"": ""Tesla"", ""relation"": ""has stock return"", ""tail"": ""18.92%""}"
12-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""involved in legal issues"", ""tail"": ""true""}"
12-05-2022,"{""head"": ""Twitter"", ""relation"": ""has fired managers"", ""tail"": ""true""}"
13-05-2022,"{""head"": ""Tesla"", ""relation"": ""stock price"", ""tail"": ""tumbled 33% since Musk announced Twitter stake""}"
13-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""financial strength rating"", ""tail"": ""8 out of 10""}"
13-05-2022,"{""head"": ""Tesla"", ""relation"": ""profitability rating"", ""tail"": ""5 out of 10""}"
13-05-2022,"{""head"": ""Tesla"", ""relation"": ""price-earnings ratio"", ""tail"": ""104.41""}"
13-05-2022,"{""head"": ""Tesla"", ""relation"": ""execution"", ""tail"": ""poor over the past couple of years""}"
14-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""CEO of"", ""tail"": ""electric car maker Tesla Inc.""}"
14-05-2022,"{""head"": ""Twitter Inc."", ""relation"": ""has proportion of fake accounts"", ""tail"": ""unknown""}"
14-05-2022,"{""head"": ""Elon Musk's deal for Twitter Inc."", ""relation"": ""status"", ""tail"": ""temporarily on hold""}"
14-05-2022,"{""head"": ""Las Vegas"", ""relation"": ""will have"", ""tail"": ""game-changing reality""}"
14-05-2022,"{""head"": ""Boring Co."", ""relation"": ""debut"", ""tail"": ""2023""}"
15-05-2022,"{""head"": ""Tesla"", ""relation"": ""percent increase"", ""tail"": ""5.71""}"
15-05-2022,"{""head"": ""Nvidia"", ""relation"": ""percent increase"", ""tail"": ""9.47""}"
15-05-2022,"{""head"": ""Meta Platforms"", ""relation"": ""percent increase"", ""tail"": ""3.86""}"
15-05-2022,"{""head"": ""Netflix"", ""relation"": ""afflicted by"", ""tail"": ""woke mind virus""}"
15-05-2022,"{""head"": ""Tesla CEO"", ""relation"": ""has rule"", ""tail"": ""not afraid of ridicule""}"
16-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""indicated"", ""tail"": ""Twitter deal at a lower price not out of the question""}"
16-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""made"", ""tail"": ""comments on economy and politics""}"
16-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""had"", ""tail"": ""to obtain bank loans and $12.5 billion margin loan secured by Tesla shares""}"
16-05-2022,"{""head"": ""Tesla Stock"", ""relation"": ""closed"", ""tail"": ""down 5.9% Monday at $724.27 a share""}"
16-05-2022,"{""head"": ""Tesla Investors"", ""relation"": ""would"", ""tail"": ""welcome Musk walking away from Twitter deal""}"
17-05-2022,"{""head"": ""Tesla"", ""relation"": ""share gained"", ""tail"": ""5.1%""}"
17-05-2022,"{""head"": ""Elon Musk"", ""relation"": ""continue crusade"", ""tail"": ""renegotiate Twitter takeover deal""}"
17-05-2022,"{""head"": ""Twitter"", ""relation"": ""share gained"", ""tail"": ""2.5%""}"
17-05-2022,"{""head"": ""Tesla"", ""relation"": ""host artificial intelligence day"", ""tail"": ""August 19""}"
17-05-2022,"{""head"": ""Tesla"", ""relation"": ""fine tune self"", ""tail"": ""driving technology""}"
18-05-2022,"{""head"": ""Tesla"", ""relation"": ""dropped close to 7%"", ""tail"": ""after the E&P Index provider dropped the company from their ESG universe on governance concerns.""}"
18-05-2022,"{""head"": ""Tesla"", ""relation"": ""was dumped by the S&P ESG index"", ""tail"": ""which cited concerns around the company’s working conditions and its poor handling of a probe into deaths linked to its driver-assistance systems.""}"
18-05-2022,"{""head"": ""Tesla"", ""relation"": ""shares rose more than 5%"", ""tail"": ""after the Tesla CEO took to Twitter to say that the deal for him to acquire Twitter was ‘temporarily on hold’ pending confirmation that spam or bot accounts represented less than 5 per cent of users.""}"
